section_id,act_name,section_number,title,description
10243,Bharatiya Nyaya Sanhita,243,Fraudulent removal or concealment of property to prevent its seizure as forfeited or in,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10244,Bharatiya Nyaya Sanhita,244,Fraudulent claim to property to prevent its seizure as forfeited or in execution.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10245,Bharatiya Nyaya Sanhita,245,Fraudulently suffering decree for sum not due.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10246,Bharatiya Nyaya Sanhita,246,Dishonestly making false claim in Court.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10247,Bharatiya Nyaya Sanhita,247,Fraudulently obtaining decree for sum not due.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10248,Bharatiya Nyaya Sanhita,248,False charge of offence made with intent to injure.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10249,Bharatiya Nyaya Sanhita,249,Harbouring offender.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10250,Bharatiya Nyaya Sanhita,250,"Taking gift, etc., to screen an offender from punishment.",OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10251,Bharatiya Nyaya Sanhita,251,Offering gift or restoration of property in consideration of screening offender.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10252,Bharatiya Nyaya Sanhita,252,"Taking gift to help to recover stolen property, etc.",OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10253,Bharatiya Nyaya Sanhita,253,Harbouring offender who has escaped from custody or whose apprehension has been ordered.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10254,Bharatiya Nyaya Sanhita,254,Penalty for harbouring robbers or dacoits.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10255,Bharatiya Nyaya Sanhita,255,Public servant disobeying direction of law with intent to save person from punishment or,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10256,Bharatiya Nyaya Sanhita,256,Public servant framing incorrect record or writing with intent to save person from punishment,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10257,Bharatiya Nyaya Sanhita,257,"Public servant in judicial proceeding corruptly making report, etc., contrary to law.",OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10258,Bharatiya Nyaya Sanhita,258,Commitment for trial or confinement by person having authority who knows that he is acting,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10259,Bharatiya Nyaya Sanhita,259,Intentional omission to apprehend on part of public servant bound to apprehend.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10260,Bharatiya Nyaya Sanhita,260,Intentional omission to apprehend on part of public servant bound to apprehend person under,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10261,Bharatiya Nyaya Sanhita,261,Escape from confinement or custody negligently suffered by public servant.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10262,Bharatiya Nyaya Sanhita,262,Resistance or obstruction by a person to his lawful apprehension.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10263,Bharatiya Nyaya Sanhita,263,Resistance or obstruction to lawful apprehension of another person.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10264,Bharatiya Nyaya Sanhita,264,"Omission to apprehend, or sufferance of escape, on part of public servant, in cases not",OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10265,Bharatiya Nyaya Sanhita,265,Resistance or obstruction to lawful apprehension or escape or rescue in cases not otherwise,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10266,Bharatiya Nyaya Sanhita,266,Violation of condition of remission of punishment.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10267,Bharatiya Nyaya Sanhita,267,Intentional insult or interruption to public servant sitting in judicial proceeding.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10268,Bharatiya Nyaya Sanhita,268,Personation of assessor.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10269,Bharatiya Nyaya Sanhita,269,Failure by person released on bail bond or bond to appear in Court.,OF FALSE EVIDENCE AND OFFENCES AGAINST PUBLIC JUSTICE
10270,Bharatiya Nyaya Sanhita,270,Public nuisance.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10271,Bharatiya Nyaya Sanhita,271,Negligent act likely to spread infection of disease dangerous to life.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10272,Bharatiya Nyaya Sanhita,272,Malignant act likely to spread infection of disease dangerous to life.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10273,Bharatiya Nyaya Sanhita,273,Disobedience to quarantine rule.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10274,Bharatiya Nyaya Sanhita,274,Adulteration of food or drink intended for sale.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10275,Bharatiya Nyaya Sanhita,275,Sale of noxious food or drink.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10276,Bharatiya Nyaya Sanhita,276,Adulteration of drugs.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10277,Bharatiya Nyaya Sanhita,277,Sale of adulterated drugs.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10278,Bharatiya Nyaya Sanhita,278,Sale of drug as a different drug or preparation.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10279,Bharatiya Nyaya Sanhita,279,Fouling water of public spring or reservoir.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10280,Bharatiya Nyaya Sanhita,280,Making atmosphere noxious to health.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10281,Bharatiya Nyaya Sanhita,281,Rash driving or riding on a public way.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10282,Bharatiya Nyaya Sanhita,282,Rash navigation of vessel.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10283,Bharatiya Nyaya Sanhita,283,"Exhibition of false light, mark or buoy.","OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10284,Bharatiya Nyaya Sanhita,284,Conveying person by water for hire in unsafe or overloaded vessel.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10285,Bharatiya Nyaya Sanhita,285,Danger or obstruction in public way or line of navigation.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10286,Bharatiya Nyaya Sanhita,286,Negligent conduct with respect to poisonous substance.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10287,Bharatiya Nyaya Sanhita,287,Negligent conduct with respect to fire or combustible matter.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10288,Bharatiya Nyaya Sanhita,288,Negligent conduct with respect to explosive substance.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10289,Bharatiya Nyaya Sanhita,289,Negligent conduct with respect to machinery.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10290,Bharatiya Nyaya Sanhita,290,"Negligent conduct with respect to pulling down, repairing or constructing buildings, etc.","OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10291,Bharatiya Nyaya Sanhita,291,Negligent conduct with respect to animal.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10292,Bharatiya Nyaya Sanhita,292,Punishment for public nuisance in cases not otherwise provided for.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10293,Bharatiya Nyaya Sanhita,293,Continuance of nuisance after injunction to discontinue.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10294,Bharatiya Nyaya Sanhita,294,"Sale, etc., of obscene books, etc.","OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10295,Bharatiya Nyaya Sanhita,295,"Sale, etc., of obscene objects to child.","OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10296,Bharatiya Nyaya Sanhita,296,Obscene acts and songs.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10297,Bharatiya Nyaya Sanhita,297,Keeping lottery office.,"OF OFFENCES AFFECTING THE PUBLIC HEALTH, SAFETY , CONVENIENCE, DECENCY  AND MORALS"
10298,Bharatiya Nyaya Sanhita,298,Injuring or defiling place of worship with intent to insult religion of any class.,OF OFFENCES RELATING TO RELIGION
10299,Bharatiya Nyaya Sanhita,299,"Deliberate and malicious acts, intended to outrage religious feelings of any class by insulting",OF OFFENCES RELATING TO RELIGION
10300,Bharatiya Nyaya Sanhita,300,Disturbing religious assembly.,OF OFFENCES RELATING TO RELIGION
10301,Bharatiya Nyaya Sanhita,301,"Trespassing on burial places, etc.",OF OFFENCES RELATING TO RELIGION
10302,Bharatiya Nyaya Sanhita,302,"Uttering words, etc., with deliberate intent to wound religious feelings of any person.",OF OFFENCES RELATING TO RELIGION
10303,Bharatiya Nyaya Sanhita,303,Theft,OF OFFENCES AGAINST PROPERTY : Of theft
10304,Bharatiya Nyaya Sanhita,304,Snatching.,OF OFFENCES AGAINST PROPERTY : Of theft
10305,Bharatiya Nyaya Sanhita,305,"Theft in a dwelling house, or means of transportation or place of worship, etc.",OF OFFENCES AGAINST PROPERTY : Of theft
10306,Bharatiya Nyaya Sanhita,306,Theft by clerk or servant of property in possession of master.,OF OFFENCES AGAINST PROPERTY : Of theft
10307,Bharatiya Nyaya Sanhita,307,"Theft after preparation made for causing death, hurt or restraint in order to committing of theft.",OF OFFENCES AGAINST PROPERTY : Of theft
10308,Bharatiya Nyaya Sanhita,308,Extortion.,OF OFFENCES AGAINST PROPERTY : Of extortion
10309,Bharatiya Nyaya Sanhita,309,Robbery.,OF OFFENCES AGAINST PROPERTY : Of robbery and dacoity
10310,Bharatiya Nyaya Sanhita,310,Dacoity.,OF OFFENCES AGAINST PROPERTY : Of robbery and dacoity
10311,Bharatiya Nyaya Sanhita,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt.",OF OFFENCES AGAINST PROPERTY : Of robbery and dacoity
10312,Bharatiya Nyaya Sanhita,312,Attempt to commit robbery or dacoity when armed with deadly weapon.,OF OFFENCES AGAINST PROPERTY : Of robbery and dacoity
10313,Bharatiya Nyaya Sanhita,313,"Punishment for belonging to gang of robbers, etc.",OF OFFENCES AGAINST PROPERTY : Of robbery and dacoity
10314,Bharatiya Nyaya Sanhita,314,Dishonest misappropriation of property.,OF OFFENCES AGAINST PROPERTY : Of criminal misappropriation of property
10315,Bharatiya Nyaya Sanhita,315,Dishonest misappropriation of property possessed by deceased person at the time of his death.,OF OFFENCES AGAINST PROPERTY : Of criminal misappropriation of property
10316,Bharatiya Nyaya Sanhita,316,Criminal breach of trust.,OF OFFENCES AGAINST PROPERTY : Of criminal breach of trust
10317,Bharatiya Nyaya Sanhita,317,Stolen property.,OF OFFENCES AGAINST PROPERTY : Of receiving stolen property
10318,Bharatiya Nyaya Sanhita,318,Cheating.,OF OFFENCES AGAINST PROPERTY : Of cheating
10319,Bharatiya Nyaya Sanhita,319,Cheating by personation.,OF OFFENCES AGAINST PROPERTY : Of cheating
10320,Bharatiya Nyaya Sanhita,320,Dishonest or fraudulent removal or concealment of property to prevent distribution among,OF OFFENCES AGAINST PROPERTY : Of fraudulent deeds and dispositions of property
10321,Bharatiya Nyaya Sanhita,321,Dishonestly or fraudulently preventing debt being available for creditors.,OF OFFENCES AGAINST PROPERTY : Of fraudulent deeds and dispositions of property
10322,Bharatiya Nyaya Sanhita,322,Dishonest or fraudulent execution of deed of transfer containing false statement of,OF OFFENCES AGAINST PROPERTY : Of fraudulent deeds and dispositions of property
10323,Bharatiya Nyaya Sanhita,323,Dishonest or fraudulent removal or concealment of property.,OF OFFENCES AGAINST PROPERTY : Of fraudulent deeds and dispositions of property
10324,Bharatiya Nyaya Sanhita,324,Mischief.,OF OFFENCES AGAINST PROPERTY : Of mischief
10325,Bharatiya Nyaya Sanhita,325,Mischief by killing or maiming animal.,OF OFFENCES AGAINST PROPERTY : Of mischief
10326,Bharatiya Nyaya Sanhita,326,"Mischief by injury, inundation, fire or explosive substance, etc.",OF OFFENCES AGAINST PROPERTY : Of mischief
10327,Bharatiya Nyaya Sanhita,327,"Mischief with intent to destroy or make unsafe a rail, aircraft, decked vessel or one of twenty",OF OFFENCES AGAINST PROPERTY : Of mischief
10328,Bharatiya Nyaya Sanhita,328,"Punishment for intentionally running vessel aground or ashore with intent to commit theft,",OF OFFENCES AGAINST PROPERTY : Of mischief
10329,Bharatiya Nyaya Sanhita,329,Criminal trespass and house -trespass.,OF OFFENCES AGAINST PROPERTY : Of criminal trespass
10330,Bharatiya Nyaya Sanhita,330,House -trespass and house -breaking .,OF OFFENCES AGAINST PROPERTY : Of criminal trespass
10331,Bharatiya Nyaya Sanhita,331,Punishment for house -trespass or house -breaking.,OF OFFENCES AGAINST PROPERTY : Of criminal trespass
10332,Bharatiya Nyaya Sanhita,332,House -trespass in order to commit offence.,OF OFFENCES AGAINST PROPERTY : Of criminal trespass
10333,Bharatiya Nyaya Sanhita,333,"House -trespass after preparation for hurt, assault or wrongful restraint.",OF OFFENCES AGAINST PROPERTY : Of criminal trespass
10334,Bharatiya Nyaya Sanhita,334,Dishonestly breaking open receptacle containing property.,OF OFFENCES AGAINST PROPERTY : Of criminal trespass
10335,Bharatiya Nyaya Sanhita,335,Making a false document,OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS
10336,Bharatiya Nyaya Sanhita,336,Forgery.,OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS
10337,Bharatiya Nyaya Sanhita,337,"Forgery of record of Court or of public register, etc.",OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS
10338,Bharatiya Nyaya Sanhita,338,"Forgery of valuable security, will, etc.",OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS
10339,Bharatiya Nyaya Sanhita,339,"Having possession of document described in section 337 or section 338, knowing it to be",OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS
10340,Bharatiya Nyaya Sanhita,340,Forged document or electronic record and using it as genuine.,OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS
10341,Bharatiya Nyaya Sanhita,341,"Making or possessing counterfeit seal, etc., with intent to commit forgery punishable under",OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS
10342,Bharatiya Nyaya Sanhita,342,"Counterfeiting device or mark used for authenticating documents described in section 338, or",OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS
10343,Bharatiya Nyaya Sanhita,343,"Fraudulent cancellation, destruction, etc., of will, authority to adopt, or valuable security.",OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS
10344,Bharatiya Nyaya Sanhita,344,Falsification of accounts.,OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS
10345,Bharatiya Nyaya Sanhita,345,Property mark.,OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS : Of property marks
10346,Bharatiya Nyaya Sanhita,346,Tampering with property mark with intent to cause injury.,OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS : Of property marks
10347,Bharatiya Nyaya Sanhita,347,Counterfeiting a property mark.,OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS : Of property marks
10348,Bharatiya Nyaya Sanhita,348,Making or possession of any instrument for counterfeiting a property mark.,OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS : Of property marks
10349,Bharatiya Nyaya Sanhita,349,Selling goods marked with a counterfeit property mark.,OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS : Of property marks
10350,Bharatiya Nyaya Sanhita,350,Making a false mark upon any receptacle containing goods.,OF OFFENCES RELATING TO DOCUMENTS AND TO PROPERTY MARKS : Of property marks
10351,Bharatiya Nyaya Sanhita,351,Criminal intimidation.,"OF CRIMINAL INTIMIDATION, INSULT, ANNOYANCE, DEFAMATION, ETC"
10352,Bharatiya Nyaya Sanhita,352,Intentional insult with intent to provoke breach of peace.,"OF CRIMINAL INTIMIDATION, INSULT, ANNOYANCE, DEFAMATION, ETC"
10353,Bharatiya Nyaya Sanhita,353,Statements conducing to public mischief.,"OF CRIMINAL INTIMIDATION, INSULT, ANNOYANCE, DEFAMATION, ETC"
10354,Bharatiya Nyaya Sanhita,354,Act caused by inducing person to believe that he will be rendered an object of Divine,"OF CRIMINAL INTIMIDATION, INSULT, ANNOYANCE, DEFAMATION, ETC"
10355,Bharatiya Nyaya Sanhita,355,Misconduct in public by a drunken person.,"OF CRIMINAL INTIMIDATION, INSULT, ANNOYANCE, DEFAMATION, ETC"
10356,Bharatiya Nyaya Sanhita,356,Defamation.,"OF CRIMINAL INTIMIDATION, INSULT, ANNOYANCE, DEFAMATION, ETC : Of defamation"
10357,Bharatiya Nyaya Sanhita,357,Breach of contract to attend on and supply wants of helpless person.,"OF CRIMINAL INTIMIDATION, INSULT, ANNOYANCE, DEFAMATION, ETC : Of breach of contract to attend on and supply wants of helpless person"
10358,Bharatiya Nyaya Sanhita,358,Repeal and savings.,REPEAL AND SAVINGS
